Calories,Cholesterol_mg,Dietaryfiber_g,Fat_g,Protein_g,Sodium_mg,Totalcarbs_g,Cuisine,Reviews
60.0,,2.0,3.5,1.0,180.0,5.0,American,0.0
240.0,20.0,3.0,17.0,8.0,300.0,16.0,American,1.0
1150.0,410.0,1.0,69.0,118.0,2380.0,4.0,American,0.0
430.0,95.0,1.0,19.0,36.0,1330.0,29.0,American,0.0
190.0,10.0,2.0,10.0,2.0,95.0,23.0,American,0.0
210.0,115.0,0.0,5.0,6.0,120.0,34.0,American,0.0
140.0,,4.0,9.0,5.0,170.0,13.0,American,0.0
70.0,,4.0,0.0,3.0,440.0,15.0,American,45.0
70.0,,4.0,0.0,3.0,440.0,15.0,American,0.0
450.0,50.0,5.0,24.0,29.0,350.0,41.0,American,0.0
180.0,250.0,0.0,3.5,33.0,270.0,3.0,American,3.0
650.0,270.0,3.0,30.0,15.0,240.0,87.0,American,0.0
80.0,10.0,1.0,5.0,1.0,0.0,7.0,American,0.0
330.0,90.0,4.0,14.0,34.0,170.0,17.0,American,0.0
400.0,25.0,6.0,19.0,7.0,85.0,55.0,American,0.0
310.0,65.0,2.0,21.0,5.0,170.0,27.0,American,0.0
60.0,,3.0,0.0,1.0,170.0,13.0,American,0.0
260.0,70.0,4.0,14.0,4.0,140.0,30.0,American,0.0
360.0,40.0,3.0,20.0,4.0,90.0,42.0,American,0.0
340.0,95.0,2.0,17.0,5.0,390.0,42.0,American,0.0
350.0,25.0,4.0,19.0,4.0,140.0,44.0,American,0.0
240.0,5.0,6.0,17.0,5.0,650.0,23.0,American,0.0
50.0,105.0,0.0,3.0,4.0,125.0,2.0,American,0.0
330.0,75.0,3.0,28.0,7.0,500.0,15.0,American,0.0
360.0,50.0,2.0,10.0,25.0,350.0,40.0,American,0.0
10.0,5.0,0.0,0.0,1.0,20.0,0.0,American,0.0
440.0,115.0,4.0,33.0,5.0,170.0,35.0,American,0.0
210.0,30.0,4.0,8.0,9.0,570.0,27.0,American,0.0
170.0,10.0,1.0,6.0,2.0,65.0,29.0,American,0.0
160.0,40.0,1.0,8.0,7.0,440.0,17.0,American,0.0
330.0,40.0,4.0,13.0,18.0,770.0,35.0,American,0.0
290.0,60.0,3.0,17.0,20.0,920.0,16.0,American,0.0
200.0,10.0,3.0,5.0,8.0,520.0,31.0,American,0.0
530.0,180.0,9.0,17.0,39.0,620.0,66.0,American,0.0
120.0,10.0,1.0,3.0,6.0,150.0,20.0,American,0.0
680.0,105.0,9.0,35.0,38.0,1300.0,55.0,American,0.0
960.0,510.0,5.0,66.0,40.0,1430.0,54.0,American,0.0
10.0,,0.0,1.0,0.0,70.0,1.0,American,0.0
580.0,430.0,3.0,34.0,54.0,760.0,16.0,American,0.0
1260.0,125.0,5.0,30.0,37.0,700.0,210.0,American,0.0
300.0,85.0,1.0,8.0,6.0,270.0,47.0,American,0.0
390.0,,,50.0,,70.0,,American,0.0
520.0,280.0,3.0,46.0,4.0,670.0,22.0,American,0.0
530.0,235.0,3.0,18.0,42.0,950.0,51.0,American,0.0
180.0,20.0,7.0,6.0,12.0,410.0,21.0,American,0.0
190.0,35.0,2.0,13.0,7.0,550.0,12.0,American,0.0
270.0,15.0,9.0,7.0,16.0,800.0,37.0,American,0.0
270.0,60.0,3.0,24.0,5.0,360.0,13.0,American,0.0
90.0,20.0,3.0,7.0,1.0,190.0,10.0,American,0.0
1030.0,60.0,6.0,80.0,8.0,3810.0,78.0,American,0.0
190.0,,4.0,7.0,4.0,210.0,30.0,American,105.0
190.0,,4.0,7.0,4.0,210.0,30.0,American,0.0
240.0,10.0,4.0,11.0,5.0,320.0,33.0,American,0.0
240.0,10.0,5.0,6.0,8.0,810.0,40.0,American,0.0
350.0,10.0,15.0,5.0,17.0,310.0,62.0,American,0.0
190.0,15.0,7.0,6.0,7.0,125.0,30.0,American,0.0
170.0,,4.0,5.0,4.0,390.0,28.0,American,0.0
120.0,30.0,1.0,10.0,4.0,250.0,5.0,American,0.0
120.0,,4.0,0.0,1.0,0.0,30.0,American,0.0
670.0,165.0,2.0,54.0,32.0,1760.0,15.0,American,0.0
180.0,210.0,1.0,15.0,8.0,290.0,4.0,American,0.0
430.0,,8.0,27.0,6.0,240.0,46.0,American,0.0
80.0,5.0,2.0,0.0,5.0,670.0,16.0,American,0.0
610.0,50.0,1.0,22.0,35.0,720.0,68.0,American,0.0
390.0,40.0,1.0,17.0,20.0,1070.0,37.0,American,0.0
490.0,35.0,2.0,30.0,15.0,1320.0,39.0,American,0.0
220.0,20.0,4.0,9.0,6.0,330.0,29.0,American,0.0
250.0,25.0,2.0,1.5,7.0,320.0,49.0,American,0.0
140.0,25.0,1.0,8.0,8.0,250.0,10.0,American,0.0
300.0,,6.0,1.0,4.0,30.0,67.0,American,0.0
590.0,105.0,2.0,36.0,46.0,520.0,18.0,American,0.0
770.0,165.0,,53.0,57.0,310.0,15.0,American,0.0
270.0,,6.0,14.0,5.0,1220.0,33.0,American,0.0
70.0,,,4.5,7.0,2700.0,,American,0.0
120.0,,1.0,9.0,2.0,520.0,8.0,American,0.0
580.0,185.0,2.0,39.0,9.0,430.0,49.0,American,0.0
330.0,75.0,3.0,15.0,7.0,450.0,45.0,American,0.0
110.0,5.0,2.0,3.5,2.0,135.0,20.0,American,0.0
400.0,85.0,5.0,24.0,11.0,270.0,36.0,American,0.0
290.0,145.0,2.0,18.0,24.0,140.0,7.0,American,0.0
520.0,,26.0,1.5,33.0,15.0,95.0,American,0.0
350.0,90.0,9.0,12.0,33.0,610.0,28.0,American,0.0
180.0,15.0,3.0,7.0,4.0,150.0,28.0,American,0.0
110.0,,2.0,6.0,3.0,45.0,13.0,American,0.0
280.0,35.0,1.0,13.0,13.0,360.0,26.0,American,0.0
150.0,,6.0,4.5,6.0,620.0,23.0,American,0.0
350.0,85.0,0.0,25.0,27.0,650.0,5.0,American,2.0
70.0,,4.0,0.0,1.0,25.0,23.0,American,0.0
310.0,500.0,2.0,20.0,23.0,540.0,10.0,American,0.0
400.0,,15.0,7.0,11.0,520.0,78.0,American,0.0
220.0,,2.0,3.0,9.0,910.0,44.0,American,0.0
320.0,85.0,3.0,11.0,19.0,290.0,32.0,American,0.0
990.0,140.0,4.0,56.0,49.0,1020.0,68.0,American,0.0
700.0,175.0,2.0,40.0,53.0,3050.0,25.0,American,0.0
390.0,55.0,1.0,22.0,34.0,1280.0,12.0,American,0.0
500.0,75.0,1.0,40.0,20.0,1860.0,17.0,American,0.0
270.0,105.0,5.0,3.0,10.0,250.0,53.0,American,0.0
1700.0,365.0,5.0,127.0,74.0,1840.0,57.0,American,0.0
570.0,105.0,4.0,33.0,33.0,1340.0,36.0,American,0.0
390.0,40.0,3.0,26.0,11.0,1050.0,29.0,American,0.0
290.0,,19.0,20.0,6.0,570.0,36.0,American,0.0
540.0,20.0,5.0,34.0,7.0,80.0,58.0,American,0.0
290.0,,4.0,7.0,13.0,440.0,49.0,American,0.0
210.0,20.0,2.0,13.0,3.0,55.0,23.0,American,0.0
100.0,15.0,1.0,4.5,2.0,60.0,12.0,American,0.0
200.0,0.0,4.0,8.0,6.0,1000.0,27.0,American,0.0
940.0,20.0,3.0,20.0,5.0,380.0,202.0,American,0.0
490.0,175.0,3.0,28.0,37.0,670.0,25.0,American,0.0
270.0,,8.0,25.0,3.0,700.0,13.0,American,0.0
400.0,55.0,6.0,9.0,13.0,1330.0,69.0,American,0.0
330.0,45.0,3.0,12.0,4.0,180.0,55.0,American,0.0
600.0,40.0,4.0,28.0,7.0,320.0,86.0,American,1.0
460.0,70.0,5.0,18.0,8.0,340.0,70.0,American,0.0
90.0,5.0,1.0,2.5,2.0,65.0,15.0,American,0.0
220.0,,4.0,6.0,2.0,0.0,40.0,American,0.0
80.0,15.0,1.0,4.0,2.0,5.0,8.0,American,0.0
530.0,65.0,5.0,26.0,31.0,1090.0,44.0,American,0.0
110.0,15.0,1.0,3.5,2.0,35.0,17.0,American,0.0
350.0,150.0,5.0,8.0,15.0,620.0,55.0,American,0.0
560.0,195.0,2.0,29.0,59.0,450.0,12.0,American,0.0
570.0,175.0,0.0,20.0,61.0,860.0,33.0,American,0.0
160.0,25.0,1.0,7.0,16.0,1000.0,10.0,American,0.0
260.0,,6.0,17.0,5.0,140.0,26.0,American,0.0
170.0,,4.0,0.5,4.0,460.0,37.0,American,0.0
250.0,70.0,6.0,20.0,6.0,170.0,14.0,American,0.0
1070.0,55.0,3.0,111.0,5.0,230.0,19.0,American,0.0
30.0,15.0,0.0,2.0,1.0,75.0,3.0,American,0.0
70.0,,4.0,1.0,3.0,170.0,14.0,American,1.0
60.0,5.0,2.0,2.0,5.0,270.0,7.0,American,0.0
540.0,275.0,2.0,24.0,48.0,770.0,33.0,American,0.0
600.0,50.0,5.0,29.0,24.0,800.0,60.0,American,0.0
520.0,40.0,5.0,23.0,4.0,230.0,76.0,American,0.0
290.0,145.0,2.0,12.0,24.0,910.0,21.0,American,1.0
310.0,145.0,2.0,11.0,32.0,670.0,18.0,American,0.0
500.0,195.0,0.0,35.0,34.0,800.0,13.0,American,0.0
610.0,50.0,1.0,46.0,14.0,1930.0,39.0,American,0.0
520.0,45.0,3.0,28.0,6.0,440.0,65.0,American,0.0
310.0,15.0,2.0,8.0,6.0,30.0,54.0,American,0.0
370.0,100.0,1.0,19.0,5.0,440.0,46.0,American,0.0
460.0,10.0,1.0,4.0,12.0,240.0,92.0,American,0.0
340.0,35.0,12.0,6.0,18.0,1470.0,56.0,American,0.0
650.0,120.0,1.0,48.0,34.0,320.0,22.0,American,0.0
230.0,,5.0,14.0,5.0,20.0,22.0,American,0.0
160.0,0.0,4.0,14.0,2.0,2760.0,10.0,American,0.0
1660.0,110.0,2.0,168.0,35.0,980.0,6.0,American,0.0
50.0,,1.0,5.0,0.0,290.0,2.0,American,0.0
150.0,15.0,3.0,6.0,7.0,490.0,18.0,American,0.0
260.0,5.0,2.0,2.5,8.0,290.0,50.0,American,0.0
450.0,60.0,3.0,28.0,6.0,180.0,50.0,American,0.0
440.0,,7.0,6.0,13.0,430.0,86.0,American,0.0
230.0,45.0,1.0,15.0,18.0,250.0,6.0,American,0.0
460.0,140.0,2.0,13.0,25.0,1060.0,59.0,American,0.0
470.0,,16.0,14.0,8.0,820.0,79.0,American,1.0
390.0,,4.0,20.0,4.0,440.0,50.0,American,0.0
250.0,155.0,2.0,20.0,9.0,320.0,10.0,American,0.0
110.0,5.0,4.0,2.5,3.0,60.0,19.0,American,0.0
510.0,90.0,2.0,39.0,13.0,970.0,32.0,American,0.0
400.0,90.0,8.0,10.0,34.0,640.0,39.0,American,0.0
370.0,55.0,4.0,20.0,14.0,720.0,34.0,American,0.0
170.0,20.0,1.0,14.0,6.0,390.0,7.0,American,0.0
380.0,275.0,3.0,28.0,13.0,970.0,22.0,American,0.0
100.0,55.0,0.0,7.0,3.0,150.0,8.0,American,0.0
280.0,45.0,3.0,13.0,26.0,410.0,15.0,American,0.0
280.0,25.0,3.0,14.0,15.0,680.0,24.0,American,0.0
420.0,45.0,4.0,33.0,11.0,1670.0,22.0,American,0.0
350.0,45.0,6.0,14.0,17.0,1260.0,44.0,American,0.0
360.0,15.0,2.0,21.0,13.0,790.0,32.0,American,0.0
250.0,330.0,3.0,12.0,18.0,640.0,18.0,American,0.0
430.0,60.0,4.0,32.0,14.0,500.0,21.0,American,0.0
410.0,65.0,1.0,26.0,23.0,510.0,19.0,American,0.0
420.0,30.0,4.0,6.0,32.0,4210.0,59.0,American,0.0
370.0,60.0,2.0,23.0,24.0,1220.0,18.0,American,0.0
380.0,280.0,2.0,24.0,26.0,1360.0,15.0,American,0.0
680.0,130.0,2.0,48.0,35.0,790.0,24.0,American,0.0
420.0,15.0,3.0,16.0,11.0,830.0,58.0,American,0.0
430.0,80.0,3.0,33.0,24.0,680.0,12.0,American,0.0
680.0,120.0,2.0,15.0,10.0,550.0,72.0,American,0.0
320.0,20.0,3.0,9.0,13.0,600.0,48.0,American,0.0
300.0,45.0,2.0,20.0,4.0,85.0,29.0,American,0.0
100.0,10.0,3.0,8.0,5.0,150.0,5.0,American,0.0
400.0,25.0,5.0,7.0,24.0,690.0,59.0,American,0.0
520.0,105.0,2.0,33.0,31.0,1380.0,23.0,American,0.0
530.0,215.0,2.0,28.0,38.0,740.0,33.0,American,0.0
400.0,55.0,5.0,10.0,27.0,1410.0,53.0,American,0.0
100.0,5.0,6.0,1.0,7.0,290.0,16.0,American,0.0
210.0,,7.0,14.0,3.0,220.0,22.0,American,0.0
70.0,,4.0,3.0,1.0,120.0,10.0,American,0.0
210.0,,18.0,7.0,6.0,410.0,31.0,American,0.0
380.0,15.0,11.0,3.0,12.0,280.0,80.0,American,1.0
380.0,15.0,11.0,3.0,12.0,280.0,80.0,Greek,1.0
240.0,10.0,7.0,2.0,5.0,60.0,52.0,American,1.0
240.0,10.0,7.0,2.0,5.0,60.0,52.0,Greek,1.0
60.0,5.0,1.0,3.0,1.0,85.0,7.0,American,1.0
230.0,45.0,1.0,11.0,2.0,85.0,31.0,American,237.0
230.0,45.0,1.0,11.0,2.0,85.0,31.0,American,0.0
320.0,40.0,1.0,10.0,4.0,190.0,53.0,American,0.0
290.0,40.0,1.0,10.0,4.0,150.0,47.0,American,0.0
1080.0,,16.0,105.0,15.0,1230.0,37.0,American,0.0
300.0,50.0,1.0,14.0,5.0,510.0,38.0,American,0.0
15.0,5.0,0.0,0.5,0.0,10.0,2.0,American,0.0
270.0,50.0,4.0,13.0,26.0,800.0,14.0,American,0.0
70.0,,0.0,7.0,0.0,75.0,2.0,American,0.0
770.0,75.0,1.0,34.0,5.0,490.0,115.0,American,0.0
240.0,30.0,,11.0,1.0,0.0,33.0,American,0.0
200.0,,0.0,0.0,0.0,0.0,52.0,American,0.0
320.0,95.0,0.0,6.0,35.0,2010.0,31.0,American,0.0
540.0,50.0,12.0,20.0,40.0,490.0,52.0,American,0.0
460.0,150.0,3.0,31.0,6.0,120.0,43.0,American,0.0
170.0,30.0,1.0,5.0,3.0,150.0,27.0,American,0.0
220.0,110.0,2.0,5.0,9.0,460.0,34.0,American,0.0
180.0,20.0,1.0,6.0,3.0,135.0,30.0,American,0.0
190.0,,7.0,8.0,4.0,210.0,27.0,American,0.0
170.0,75.0,0.0,3.5,27.0,1930.0,7.0,American,0.0
30.0,,1.0,1.0,1.0,0.0,6.0,American,0.0
590.0,130.0,5.0,29.0,10.0,430.0,75.0,American,0.0
360.0,40.0,2.0,25.0,3.0,110.0,32.0,American,0.0
270.0,5.0,2.0,3.5,2.0,35.0,60.0,American,0.0
190.0,35.0,5.0,2.0,4.0,65.0,43.0,American,0.0
300.0,45.0,1.0,9.0,4.0,250.0,52.0,American,0.0
410.0,10.0,7.0,14.0,9.0,290.0,65.0,American,0.0
80.0,,2.0,0.0,0.0,0.0,19.0,American,0.0
370.0,,4.0,32.0,3.0,95.0,21.0,American,0.0
60.0,,4.0,1.5,1.0,190.0,11.0,American,0.0
220.0,,8.0,14.0,2.0,240.0,23.0,American,0.0
210.0,,4.0,18.0,2.0,85.0,12.0,American,0.0
170.0,,9.0,9.0,2.0,300.0,24.0,American,0.0
80.0,,2.0,2.5,1.0,310.0,14.0,American,0.0
70.0,,4.0,1.0,2.0,220.0,14.0,American,0.0
70.0,,0.0,0.0,1.0,10.0,17.0,American,0.0
130.0,,7.0,6.0,2.0,300.0,20.0,American,0.0
60.0,,1.0,1.0,1.0,120.0,13.0,American,0.0
830.0,220.0,16.0,34.0,78.0,1040.0,63.0,American,0.0
290.0,,12.0,20.0,4.0,210.0,32.0,American,0.0
80.0,,0.0,0.0,2.0,15.0,17.0,American,0.0
580.0,,3.0,14.0,6.0,1010.0,106.0,American,0.0
570.0,30.0,0.0,10.0,2.0,100.0,122.0,American,0.0
200.0,55.0,0.0,7.0,18.0,150.0,14.0,American,0.0
350.0,50.0,2.0,9.0,11.0,490.0,57.0,American,0.0
890.0,205.0,4.0,54.0,11.0,320.0,95.0,American,0.0
540.0,,13.0,0.0,1.0,270.0,138.0,American,0.0
760.0,270.0,0.0,44.0,71.0,1900.0,15.0,American,0.0
170.0,20.0,3.0,2.0,12.0,200.0,27.0,American,0.0
360.0,5.0,6.0,12.0,15.0,470.0,52.0,American,0.0
610.0,305.0,2.0,18.0,98.0,860.0,9.0,American,0.0
740.0,310.0,2.0,37.0,91.0,490.0,3.0,American,0.0
140.0,20.0,1.0,7.0,2.0,85.0,20.0,American,0.0
120.0,,1.0,11.0,1.0,105.0,4.0,American,0.0
600.0,200.0,0.0,44.0,47.0,540.0,2.0,American,0.0
430.0,15.0,7.0,11.0,16.0,910.0,68.0,American,2.0
320.0,,4.0,17.0,8.0,120.0,36.0,American,0.0
290.0,,2.0,5.0,9.0,1100.0,51.0,American,0.0
500.0,245.0,7.0,13.0,43.0,650.0,55.0,American,0.0
390.0,45.0,3.0,10.0,24.0,1520.0,51.0,American,0.0
360.0,85.0,2.0,15.0,6.0,410.0,51.0,American,0.0
1480.0,,1.0,164.0,2.0,600.0,2.0,American,0.0
790.0,110.0,2.0,38.0,33.0,530.0,77.0,American,0.0
550.0,,10.0,0.0,0.0,10.0,144.0,American,0.0
330.0,15.0,6.0,15.0,6.0,890.0,44.0,American,0.0
130.0,,5.0,6.0,3.0,1980.0,21.0,American,120.0
130.0,,5.0,6.0,3.0,1980.0,21.0,American,0.0
240.0,75.0,1.0,8.0,26.0,460.0,14.0,American,120.0
240.0,75.0,1.0,8.0,26.0,460.0,14.0,American,0.0
440.0,170.0,1.0,17.0,50.0,610.0,19.0,American,0.0
880.0,240.0,2.0,54.0,86.0,440.0,13.0,American,0.0
360.0,120.0,1.0,10.0,32.0,650.0,36.0,American,0.0
540.0,70.0,3.0,36.0,8.0,1220.0,50.0,American,0.0
170.0,,11.0,7.0,6.0,410.0,26.0,American,0.0
170.0,,5.0,7.0,5.0,900.0,22.0,American,0.0
280.0,,2.0,12.0,4.0,810.0,39.0,American,0.0
10.0,,0.0,0.0,0.0,0.0,3.0,American,2.0
80.0,,2.0,2.5,1.0,260.0,13.0,American,0.0
120.0,,3.0,4.5,2.0,440.0,18.0,American,0.0
60.0,,1.0,4.0,1.0,90.0,6.0,American,0.0
60.0,,1.0,4.0,1.0,90.0,6.0,Italian,4.0
90.0,,2.0,7.0,2.0,200.0,7.0,American,0.0
90.0,,2.0,7.0,2.0,200.0,7.0,Italian,4.0
160.0,20.0,1.0,11.0,7.0,370.0,8.0,American,0.0
80.0,,1.0,7.0,1.0,5.0,5.0,American,0.0
120.0,,,7.0,27.0,2430.0,7.0,American,0.0
520.0,60.0,4.0,17.0,29.0,810.0,63.0,American,0.0
380.0,65.0,5.0,13.0,38.0,720.0,27.0,American,0.0
140.0,25.0,3.0,1.0,5.0,260.0,28.0,American,0.0
80.0,,2.0,2.0,2.0,125.0,15.0,American,0.0
200.0,55.0,3.0,6.0,24.0,400.0,12.0,American,0.0
500.0,60.0,1.0,50.0,2.0,170.0,12.0,American,0.0
300.0,,7.0,15.0,4.0,710.0,39.0,American,0.0
40.0,10.0,0.0,3.0,3.0,75.0,0.0,American,0.0
370.0,55.0,3.0,6.0,36.0,250.0,40.0,American,0.0
160.0,,4.0,4.5,4.0,140.0,28.0,American,0.0
360.0,70.0,3.0,11.0,37.0,740.0,28.0,American,0.0
130.0,,3.0,5.0,2.0,350.0,20.0,American,0.0
640.0,255.0,6.0,42.0,21.0,1680.0,45.0,American,0.0
520.0,105.0,2.0,35.0,47.0,580.0,4.0,American,0.0
480.0,70.0,0.0,22.0,3.0,220.0,67.0,American,0.0
470.0,,8.0,0.0,0.0,210.0,123.0,American,0.0
440.0,160.0,8.0,16.0,24.0,920.0,54.0,American,0.0
40.0,,1.0,4.0,1.0,890.0,2.0,American,0.0
390.0,,11.0,7.0,13.0,310.0,73.0,American,0.0
280.0,155.0,1.0,18.0,21.0,290.0,7.0,American,0.0
730.0,140.0,7.0,58.0,25.0,1690.0,29.0,American,0.0
660.0,145.0,6.0,37.0,42.0,760.0,40.0,American,0.0
550.0,115.0,1.0,46.0,28.0,1610.0,6.0,American,0.0
290.0,45.0,4.0,7.0,10.0,250.0,46.0,American,0.0
40.0,10.0,0.0,4.0,0.0,130.0,1.0,American,0.0
720.0,190.0,2.0,51.0,16.0,850.0,53.0,American,0.0
1430.0,75.0,12.0,62.0,36.0,3770.0,184.0,American,0.0
170.0,5.0,3.0,7.0,3.0,450.0,24.0,American,0.0
90.0,30.0,1.0,4.5,7.0,240.0,5.0,American,0.0
150.0,25.0,1.0,11.0,7.0,360.0,7.0,American,0.0
10.0,5.0,0.0,0.0,1.0,50.0,1.0,American,0.0
60.0,0.0,7.0,1.0,2.0,400.0,19.0,American,0.0
420.0,85.0,6.0,35.0,9.0,570.0,21.0,American,0.0
360.0,105.0,1.0,9.0,25.0,620.0,46.0,American,0.0
320.0,55.0,2.0,11.0,24.0,610.0,32.0,American,0.0
420.0,105.0,4.0,29.0,7.0,120.0,34.0,American,0.0
400.0,80.0,2.0,28.0,16.0,650.0,22.0,American,0.0
580.0,100.0,2.0,30.0,40.0,1400.0,32.0,American,0.0
350.0,170.0,3.0,10.0,15.0,550.0,52.0,European,19.0
350.0,170.0,3.0,10.0,15.0,550.0,52.0,American,0.0
350.0,170.0,3.0,10.0,15.0,550.0,52.0,French,0.0
580.0,240.0,5.0,24.0,7.0,160.0,77.0,European,19.0
580.0,240.0,5.0,24.0,7.0,160.0,77.0,American,0.0
580.0,240.0,5.0,24.0,7.0,160.0,77.0,French,0.0
670.0,285.0,3.0,42.0,50.0,470.0,23.0,American,0.0
130.0,15.0,0.0,9.0,6.0,740.0,5.0,American,0.0
270.0,85.0,1.0,15.0,27.0,540.0,7.0,American,0.0
600.0,135.0,3.0,35.0,34.0,430.0,35.0,American,0.0
320.0,90.0,2.0,12.0,37.0,620.0,19.0,American,0.0
430.0,55.0,4.0,22.0,12.0,1040.0,48.0,American,0.0
220.0,45.0,,16.0,17.0,450.0,,American,1.0
240.0,10.0,0.0,12.0,5.0,180.0,17.0,American,0.0
35.0,,0.0,1.0,3.0,130.0,5.0,American,0.0
460.0,85.0,5.0,10.0,33.0,340.0,61.0,American,0.0
380.0,95.0,2.0,23.0,35.0,490.0,4.0,American,0.0
430.0,30.0,2.0,11.0,27.0,360.0,54.0,American,0.0
190.0,5.0,3.0,9.0,4.0,420.0,23.0,American,0.0
500.0,100.0,1.0,40.0,3.0,20.0,20.0,American,0.0
430.0,150.0,5.0,18.0,39.0,780.0,32.0,American,0.0
280.0,30.0,4.0,17.0,5.0,320.0,26.0,American,0.0
510.0,70.0,10.0,28.0,34.0,320.0,31.0,American,0.0
210.0,,1.0,6.0,6.0,480.0,36.0,American,0.0
150.0,85.0,2.0,1.5,23.0,250.0,13.0,American,0.0
210.0,15.0,2.0,6.0,2.0,160.0,40.0,American,0.0
410.0,95.0,0.0,22.0,34.0,410.0,11.0,American,1.0
240.0,55.0,3.0,7.0,32.0,720.0,11.0,American,0.0
370.0,80.0,1.0,23.0,27.0,390.0,10.0,American,0.0
630.0,135.0,1.0,54.0,30.0,380.0,6.0,American,0.0
320.0,85.0,4.0,16.0,36.0,90.0,13.0,American,0.0
45.0,10.0,1.0,1.5,5.0,270.0,4.0,American,0.0
370.0,95.0,0.0,27.0,31.0,1100.0,1.0,American,0.0
130.0,15.0,1.0,2.0,9.0,540.0,19.0,American,0.0
320.0,60.0,0.0,23.0,19.0,350.0,8.0,American,0.0
180.0,,6.0,14.0,6.0,450.0,13.0,American,0.0
610.0,100.0,3.0,42.0,27.0,1860.0,30.0,American,0.0
390.0,55.0,5.0,20.0,19.0,630.0,34.0,American,0.0
720.0,150.0,6.0,16.0,57.0,1980.0,85.0,American,0.0
45.0,,1.0,4.5,0.0,200.0,2.0,American,0.0
200.0,,3.0,20.0,1.0,780.0,7.0,American,0.0
160.0,20.0,1.0,11.0,10.0,510.0,4.0,American,0.0
240.0,80.0,3.0,8.0,26.0,650.0,14.0,American,0.0
160.0,5.0,1.0,16.0,3.0,90.0,3.0,American,0.0
110.0,,1.0,2.5,2.0,150.0,23.0,American,0.0
340.0,95.0,4.0,13.0,39.0,720.0,19.0,American,0.0
270.0,15.0,3.0,19.0,3.0,630.0,18.0,American,0.0
210.0,10.0,4.0,12.0,7.0,350.0,16.0,American,0.0
360.0,95.0,2.0,17.0,37.0,390.0,12.0,American,0.0
450.0,70.0,1.0,32.0,31.0,610.0,7.0,American,0.0
130.0,30.0,0.0,15.0,0.0,80.0,0.0,American,8.0
110.0,,6.0,1.0,3.0,310.0,22.0,American,0.0
320.0,75.0,0.0,21.0,23.0,220.0,4.0,American,0.0
290.0,,6.0,5.0,2.0,700.0,60.0,American,0.0
200.0,75.0,0.0,7.0,32.0,730.0,1.0,American,1.0
180.0,,2.0,12.0,6.0,630.0,14.0,American,0.0
230.0,75.0,,16.0,22.0,230.0,,American,0.0
350.0,125.0,1.0,21.0,40.0,1280.0,1.0,American,0.0
240.0,60.0,1.0,19.0,12.0,100.0,7.0,American,0.0
260.0,60.0,3.0,8.0,31.0,570.0,20.0,American,0.0
360.0,5.0,4.0,12.0,9.0,620.0,54.0,American,0.0
30.0,,0.0,3.5,0.0,590.0,0.0,American,0.0
330.0,75.0,2.0,20.0,26.0,75.0,5.0,American,0.0
170.0,20.0,9.0,9.0,9.0,280.0,15.0,American,0.0
240.0,,13.0,14.0,3.0,600.0,28.0,American,0.0
150.0,,7.0,0.0,4.0,160.0,37.0,American,0.0
460.0,75.0,11.0,19.0,30.0,720.0,47.0,American,0.0
270.0,25.0,2.0,8.0,18.0,940.0,31.0,American,0.0
250.0,55.0,1.0,8.0,36.0,560.0,4.0,American,0.0
600.0,130.0,2.0,30.0,8.0,95.0,73.0,American,0.0
290.0,75.0,1.0,14.0,5.0,120.0,37.0,American,0.0
290.0,75.0,1.0,14.0,5.0,120.0,37.0,American,2.0
110.0,10.0,1.0,3.0,3.0,230.0,17.0,American,0.0
110.0,10.0,1.0,3.0,3.0,230.0,17.0,American,2.0
100.0,15.0,0.0,7.0,2.0,125.0,7.0,American,0.0
80.0,5.0,1.0,4.0,4.0,400.0,7.0,American,0.0
130.0,65.0,0.0,9.0,6.0,340.0,7.0,American,1.0
420.0,10.0,0.0,45.0,5.0,1080.0,1.0,American,0.0
50.0,15.0,0.0,5.0,2.0,70.0,1.0,American,0.0
720.0,145.0,5.0,47.0,34.0,910.0,43.0,American,0.0
330.0,50.0,4.0,18.0,8.0,330.0,36.0,American,0.0
100.0,10.0,0.0,7.0,2.0,90.0,8.0,American,0.0
320.0,20.0,4.0,17.0,13.0,1290.0,29.0,American,0.0
1120.0,430.0,0.0,59.0,128.0,560.0,6.0,American,0.0
70.0,10.0,0.0,4.5,2.0,70.0,6.0,American,0.0
160.0,5.0,2.0,5.0,4.0,510.0,25.0,American,0.0
170.0,10.0,2.0,10.0,7.0,790.0,14.0,American,0.0
240.0,25.0,4.0,8.0,10.0,640.0,32.0,American,0.0
150.0,5.0,1.0,5.0,4.0,240.0,22.0,American,0.0
250.0,160.0,0.0,21.0,14.0,1100.0,2.0,American,0.0
280.0,95.0,1.0,11.0,30.0,580.0,16.0,American,0.0
650.0,255.0,1.0,31.0,76.0,510.0,8.0,American,0.0
140.0,20.0,4.0,7.0,4.0,90.0,17.0,American,1.0
110.0,10.0,2.0,3.0,2.0,10.0,18.0,American,0.0
230.0,35.0,8.0,10.0,3.0,420.0,32.0,American,0.0
210.0,35.0,6.0,14.0,2.0,740.0,21.0,American,0.0
540.0,55.0,20.0,25.0,8.0,95.0,72.0,American,0.0
100.0,5.0,4.0,1.5,2.0,220.0,19.0,American,0.0
430.0,225.0,2.0,19.0,46.0,870.0,14.0,American,0.0
240.0,5.0,4.0,20.0,3.0,340.0,18.0,American,0.0
