Calories,Cholesterol_mg,Dietaryfiber_g,Fat_g,Protein_g,Sodium_mg,Totalcarbs_g,Cuisine,Reviews
380.0,,13.0,36.0,4.0,20.0,18.0,American,1.0
380.0,,13.0,36.0,4.0,20.0,18.0,American,0.0
290.0,,7.0,29.0,2.0,105.0,11.0,American,1.0
290.0,,7.0,29.0,2.0,105.0,11.0,American,0.0
840.0,,12.0,21.0,23.0,1760.0,142.0,American,1.0
840.0,,12.0,21.0,23.0,1760.0,142.0,American,0.0
373.0,78.0,1.8,20.1,31.8,1149.0,15.4,Mexican,0.0
210.0,60.0,2.0,8.0,21.0,780.0,10.0,Mexican,0.0
234.0,39.0,7.2,5.7,22.0,1131.0,25.9,Mexican,0.0
250.0,45.0,6.0,6.0,29.0,1000.0,20.0,Mexican,0.0
445.0,69.0,3.5,18.4,26.0,952.0,44.4,Italian,1.0
280.0,70.0,2.0,18.0,16.0,780.0,14.0,Italian,1.0
408.0,124.0,1.5,19.0,8.7,363.0,51.0,American,46.0
408.0,124.0,1.5,19.0,8.7,363.0,51.0,American,0.0
404.8,92.9,3.5,23.8,7.0,248.4,42.1,American,46.0
404.8,92.9,3.5,23.8,7.0,248.4,42.1,American,0.0
610.0,205.0,3.0,44.0,6.0,210.0,51.0,American,46.0
610.0,205.0,3.0,44.0,6.0,210.0,51.0,American,0.0
530.0,55.0,4.0,26.0,11.0,440.0,65.0,American,46.0
530.0,55.0,4.0,26.0,11.0,440.0,65.0,American,0.0
550.0,130.0,4.0,39.0,8.0,200.0,46.0,American,46.0
550.0,130.0,4.0,39.0,8.0,200.0,46.0,American,0.0
380.0,45.0,2.0,19.0,6.0,280.0,46.0,American,46.0
380.0,45.0,2.0,19.0,6.0,280.0,46.0,American,0.0
569.0,135.0,0.3,44.0,32.9,2501.0,8.2,Italian,0.0
320.0,40.0,1.0,15.0,16.0,860.0,30.0,Italian,0.0
313.0,38.0,3.8,21.7,19.1,268.0,14.0,Indian,0.0
220.0,5.0,4.0,19.0,3.0,210.0,12.0,Indian,0.0
465.0,168.0,2.6,25.1,36.1,1105.0,23.8,American,126.0
465.0,168.0,2.6,25.1,36.1,1105.0,23.8,Japanese,0.0
650.0,195.0,4.0,48.0,47.0,490.0,13.0,American,126.0
650.0,195.0,4.0,48.0,47.0,490.0,13.0,Japanese,0.0
439.0,45.0,2.0,27.8,17.9,1255.0,28.8,American,0.0
1160.0,130.0,2.0,96.0,26.0,2550.0,47.0,American,0.0
663.0,96.0,3.8,40.2,28.7,1075.0,48.3,Mexican,0.0
610.0,95.0,5.0,33.0,30.0,770.0,48.0,Mexican,0.0
422.0,43.0,2.9,15.2,24.9,215.0,45.5,Italian,1.0
290.0,5.0,2.0,8.0,10.0,130.0,44.0,Italian,1.0
880.0,303.0,2.6,82.3,26.4,1461.0,12.8,Indian,1.0
1010.0,355.0,3.0,94.0,29.0,1480.0,17.0,Indian,1.0
256.0,0.0,13.3,2.9,17.9,689.0,41.4,American,0.0
170.0,0.0,4.0,3.5,17.0,330.0,24.0,American,0.0
462.0,117.0,0.6,29.5,24.9,1078.0,24.3,American,0.0
780.0,185.0,1.0,54.0,37.0,1290.0,34.0,American,0.0
416.0,77.0,0.0,31.0,4.0,65.0,29.0,French,0.0
240.0,80.0,,22.0,2.0,40.0,5.0,French,0.0
286.0,2.0,1.6,6.2,5.7,697.0,50.9,Spanish,2.0
286.0,2.0,1.6,6.2,5.7,697.0,50.9,Mexican,7.0
380.0,0.0,8.0,12.0,10.0,520.0,62.0,Spanish,2.0
380.0,0.0,8.0,12.0,10.0,520.0,62.0,Mexican,7.0
280.0,,2.0,7.0,7.0,340.0,49.0,Spanish,2.0
280.0,,2.0,7.0,7.0,340.0,49.0,Mexican,7.0
500.0,141.0,0.8,28.0,36.2,1017.0,24.2,Japanese,24.0
500.0,141.0,0.8,28.0,36.2,1017.0,24.2,Japanese,1.0
500.0,141.0,0.8,28.0,36.2,1017.0,24.2,French,1.0
703.7,292.8,0.0,33.8,82.6,1831.5,12.8,Japanese,24.0
703.7,292.8,0.0,33.8,82.6,1831.5,12.8,Japanese,1.0
703.7,292.8,0.0,33.8,82.6,1831.5,12.8,French,1.0
290.0,105.0,1.0,14.0,26.0,970.0,16.0,Japanese,24.0
290.0,105.0,1.0,14.0,26.0,970.0,16.0,Japanese,1.0
290.0,105.0,1.0,14.0,26.0,970.0,16.0,French,1.0
420.0,120.0,1.0,25.0,31.0,770.0,17.0,Japanese,24.0
420.0,120.0,1.0,25.0,31.0,770.0,17.0,Japanese,1.0
420.0,120.0,1.0,25.0,31.0,770.0,17.0,French,1.0
510.0,75.0,1.0,43.0,17.0,810.0,15.0,Japanese,24.0
510.0,75.0,1.0,43.0,17.0,810.0,15.0,Japanese,1.0
510.0,75.0,1.0,43.0,17.0,810.0,15.0,French,1.0
987.0,142.0,11.9,40.7,48.4,2302.0,107.4,European,115.0
987.0,142.0,11.9,40.7,48.4,2302.0,107.4,Italian,0.0
987.0,142.0,11.9,40.7,48.4,2302.0,107.4,Italian,1.0
1020.4,212.1,9.6,75.1,26.9,1319.8,62.6,European,115.0
1020.4,212.1,9.6,75.1,26.9,1319.8,62.6,Italian,0.0
1020.4,212.1,9.6,75.1,26.9,1319.8,62.6,Italian,1.0
570.0,180.0,13.0,27.0,32.0,1230.0,54.0,European,115.0
570.0,180.0,13.0,27.0,32.0,1230.0,54.0,Italian,0.0
570.0,180.0,13.0,27.0,32.0,1230.0,54.0,Italian,1.0
540.0,75.0,15.0,34.0,24.0,3950.0,39.0,European,115.0
540.0,75.0,15.0,34.0,24.0,3950.0,39.0,Italian,0.0
540.0,75.0,15.0,34.0,24.0,3950.0,39.0,Italian,1.0
330.0,135.0,11.0,17.0,16.0,920.0,33.0,European,115.0
330.0,135.0,11.0,17.0,16.0,920.0,33.0,Italian,0.0
330.0,135.0,11.0,17.0,16.0,920.0,33.0,Italian,1.0
900.0,120.0,11.0,28.0,40.0,1280.0,123.0,European,115.0
900.0,120.0,11.0,28.0,40.0,1280.0,123.0,Italian,0.0
900.0,120.0,11.0,28.0,40.0,1280.0,123.0,Italian,1.0
102.0,0.0,0.0,6.8,0.1,42.0,11.1,American,1.0
102.0,0.0,0.0,6.8,0.1,42.0,11.1,American,0.0
150.0,,1.0,14.0,0.0,200.0,7.0,American,1.0
150.0,,1.0,14.0,0.0,200.0,7.0,American,0.0
110.0,,0.0,7.0,0.0,40.0,11.0,American,1.0
110.0,,0.0,7.0,0.0,40.0,11.0,American,0.0
324.0,5.0,3.3,5.6,3.5,164.0,69.6,American,29.0
324.0,5.0,3.3,5.6,3.5,164.0,69.6,American,0.0
470.0,35.0,4.0,12.0,3.0,100.0,95.0,American,29.0
470.0,35.0,4.0,12.0,3.0,100.0,95.0,American,0.0
320.0,35.0,4.0,12.0,0.0,40.0,56.0,American,29.0
320.0,35.0,4.0,12.0,0.0,40.0,56.0,American,0.0
920.0,5.0,11.0,53.0,9.0,170.0,118.0,American,29.0
920.0,5.0,11.0,53.0,9.0,170.0,118.0,American,0.0
432.0,0.0,4.1,5.3,6.6,188.0,89.5,Asian,13.0
578.0,111.0,6.0,39.9,23.8,415.0,34.8,Mexican,1.0
470.0,85.0,5.0,28.0,22.0,1280.0,34.0,Mexican,1.0
166.0,29.0,0.9,4.0,3.8,124.0,28.5,Mexican,0.0
170.0,30.0,1.0,4.0,4.0,115.0,29.0,Mexican,0.0
806.0,192.0,2.6,30.3,50.9,1323.0,79.3,American,0.0
1400.0,230.0,3.0,87.0,61.0,1380.0,91.0,American,0.0
390.0,106.0,0.4,29.3,13.8,1056.0,17.8,American,53.0
390.0,106.0,0.4,29.3,13.8,1056.0,17.8,American,1.0
260.0,65.0,1.0,15.0,12.0,680.0,17.0,American,53.0
260.0,65.0,1.0,15.0,12.0,680.0,17.0,American,1.0
70.0,5.0,1.0,2.0,3.0,170.0,11.0,American,53.0
70.0,5.0,1.0,2.0,3.0,170.0,11.0,American,1.0
72.0,0.0,0.7,0.1,0.2,8.0,19.3,American,1.0
72.0,0.0,0.7,0.1,0.2,8.0,19.3,American,0.0
170.0,,,1.0,49.0,0.0,4.0,American,1.0
170.0,,,1.0,49.0,0.0,4.0,American,0.0
60.0,,1.0,0.0,1.0,15.0,16.0,American,1.0
60.0,,1.0,0.0,1.0,15.0,16.0,American,0.0
80.0,,,0.0,21.0,15.0,1.0,American,1.0
80.0,,,0.0,21.0,15.0,1.0,American,0.0
220.0,,,57.0,,0.0,,American,1.0
220.0,,,57.0,,0.0,,American,0.0
60.0,,,18.0,,10.0,,American,1.0
60.0,,,18.0,,10.0,,American,0.0
100.0,,,1.0,31.0,0.0,4.0,American,1.0
100.0,,,1.0,31.0,0.0,4.0,American,0.0
698.0,118.0,4.8,52.8,19.9,1945.0,38.7,American,41.0
698.0,118.0,4.8,52.8,19.9,1945.0,38.7,Japanese,0.0
698.0,118.0,4.8,52.8,19.9,1945.0,38.7,American,0.0
360.0,160.0,4.0,22.0,18.0,1050.0,24.0,American,41.0
360.0,160.0,4.0,22.0,18.0,1050.0,24.0,Japanese,0.0
360.0,160.0,4.0,22.0,18.0,1050.0,24.0,American,0.0
400.0,125.0,2.0,30.0,15.0,800.0,17.0,American,41.0
400.0,125.0,2.0,30.0,15.0,800.0,17.0,Japanese,0.0
400.0,125.0,2.0,30.0,15.0,800.0,17.0,American,0.0
476.0,169.0,0.8,28.4,7.6,483.0,49.4,French,1.0
510.0,180.0,1.0,31.0,9.0,480.0,51.0,French,1.0
511.0,67.0,3.2,8.6,11.3,543.0,99.5,European,133.0
52.0,13.0,0.1,4.7,0.9,147.0,1.6,European,51.0
133.0,0.0,4.1,7.6,3.5,215.0,13.7,American,0.0
210.0,,13.0,3.0,13.0,80.0,36.0,American,0.0
171.0,10.0,0.0,2.4,4.0,89.0,34.2,Latin,46.0
415.0,53.0,3.5,12.6,12.9,562.0,64.8,Chinese,0.0
970.0,80.0,2.0,34.0,29.0,2570.0,133.0,Chinese,0.0
270.0,75.0,1.0,8.0,10.0,270.0,38.0,Chinese,0.0
503.0,41.0,2.3,14.8,10.9,231.0,80.9,French,0.0
1080.0,40.0,3.0,80.0,11.0,230.0,80.0,French,0.0
403.0,84.0,1.7,18.8,30.8,519.0,27.7,Chinese,0.0
320.0,15.0,3.0,19.0,5.0,390.0,32.0,Chinese,0.0
28.0,0.0,0.6,0.0,0.1,7.0,7.3,Asian,15.0
314.0,158.0,3.3,5.1,34.6,1237.0,32.0,American,0.0
387.6,208.5,0.8,23.6,22.2,1344.6,21.3,American,0.0
1100.0,170.0,12.0,51.0,73.0,1470.0,97.0,American,0.0
430.0,170.0,1.0,25.0,35.0,880.0,17.0,American,0.0
170.0,0.0,0.7,0.2,0.6,18.0,42.7,American,0.0
170.0,,0.0,0.0,0.0,15.0,41.0,American,0.0
253.0,440.0,2.7,17.9,18.2,696.0,6.7,Greek,0.0
240.0,440.0,1.0,17.0,16.0,650.0,5.0,Greek,0.0
1081.0,296.0,2.2,65.6,73.4,2203.0,46.6,American,7.0
1081.0,296.0,2.2,65.6,73.4,2203.0,46.6,American,0.0
450.0,65.0,3.0,19.0,27.0,1100.0,42.0,American,7.0
450.0,65.0,3.0,19.0,27.0,1100.0,42.0,American,0.0
414.0,100.0,1.3,27.9,30.2,238.0,8.6,Mexican,0.0
80.0,,2.0,4.5,1.0,360.0,8.0,Mexican,0.0
431.0,25.0,1.5,12.1,3.2,82.0,80.8,American,2.0
73.9,0.0,1.4,0.2,0.5,86.1,18.7,American,2.0
471.0,0.0,12.6,19.4,11.3,952.0,65.3,American,0.0
700.0,,21.0,23.0,26.0,180.0,105.0,American,0.0
207.0,46.0,0.5,11.0,2.6,152.0,25.2,French,19.0
207.0,46.0,0.5,11.0,2.6,152.0,25.2,French,1.0
750.0,160.0,2.0,41.0,8.0,810.0,89.0,French,19.0
750.0,160.0,2.0,41.0,8.0,810.0,89.0,French,1.0
210.0,45.0,1.0,11.0,3.0,180.0,25.0,French,19.0
210.0,45.0,1.0,11.0,3.0,180.0,25.0,French,1.0
122.0,0.0,5.2,0.4,4.8,196.0,25.9,American,0.0
50.0,,0.0,0.0,0.0,200.0,13.0,American,0.0
624.0,163.0,1.1,51.3,19.6,607.0,22.5,Italian,0.0
660.0,150.0,1.0,45.0,21.0,930.0,45.0,Italian,0.0
113.0,17.0,0.8,0.9,3.8,196.0,22.0,French,0.0
610.0,,3.0,8.0,19.0,1040.0,113.0,French,0.0
840.0,,7.0,2.5,25.0,1220.0,173.0,French,0.0
110.0,15.0,1.0,1.0,4.0,200.0,22.0,French,0.0
610.0,,4.0,3.0,19.0,2540.0,124.0,French,0.0
840.0,15.0,9.0,9.0,24.0,2420.0,162.0,French,0.0
740.0,,4.0,4.0,25.0,600.0,150.0,French,0.0
540.0,,4.0,3.0,18.0,1190.0,111.0,French,0.0
415.0,29.0,2.1,29.6,12.6,821.0,25.0,European,16.0
415.0,29.0,2.1,29.6,12.6,821.0,25.0,American,0.0
415.0,29.0,2.1,29.6,12.6,821.0,25.0,Italian,0.0
420.0,75.0,2.0,29.0,20.0,1150.0,17.0,European,16.0
420.0,75.0,2.0,29.0,20.0,1150.0,17.0,American,0.0
420.0,75.0,2.0,29.0,20.0,1150.0,17.0,Italian,0.0
270.0,30.0,7.0,18.0,12.0,770.0,18.0,European,16.0
270.0,30.0,7.0,18.0,12.0,770.0,18.0,American,0.0
270.0,30.0,7.0,18.0,12.0,770.0,18.0,Italian,0.0
150.0,,4.0,10.0,3.0,850.0,12.0,European,16.0
150.0,,4.0,10.0,3.0,850.0,12.0,American,0.0
150.0,,4.0,10.0,3.0,850.0,12.0,Italian,0.0
520.0,10.0,18.0,17.0,21.0,480.0,74.0,European,16.0
520.0,10.0,18.0,17.0,21.0,480.0,74.0,American,0.0
520.0,10.0,18.0,17.0,21.0,480.0,74.0,Italian,0.0
393.0,27.0,3.1,25.9,6.1,196.0,37.5,Middle,62.0
393.0,27.0,3.1,25.9,6.1,196.0,37.5,Greek,0.0
393.0,27.0,3.1,25.9,6.1,196.0,37.5,Greek,1.0
393.0,27.0,3.1,25.9,6.1,196.0,37.5,Greek,3.0
310.0,20.0,3.0,20.0,6.0,150.0,32.0,Middle,62.0
310.0,20.0,3.0,20.0,6.0,150.0,32.0,Greek,0.0
310.0,20.0,3.0,20.0,6.0,150.0,32.0,Greek,1.0
310.0,20.0,3.0,20.0,6.0,150.0,32.0,Greek,3.0
390.0,15.0,3.0,27.0,4.0,150.0,38.0,Middle,62.0
390.0,15.0,3.0,27.0,4.0,150.0,38.0,Greek,0.0
390.0,15.0,3.0,27.0,4.0,150.0,38.0,Greek,1.0
390.0,15.0,3.0,27.0,4.0,150.0,38.0,Greek,3.0
1870.0,155.0,15.0,117.0,32.0,960.0,189.0,Middle,62.0
1870.0,155.0,15.0,117.0,32.0,960.0,189.0,Greek,0.0
1870.0,155.0,15.0,117.0,32.0,960.0,189.0,Greek,1.0
1870.0,155.0,15.0,117.0,32.0,960.0,189.0,Greek,3.0
316.0,59.0,6.3,6.1,27.3,461.0,37.4,Italian,4.0
510.0,125.0,6.0,25.0,43.0,1570.0,28.0,Italian,4.0
354.0,0.0,10.1,2.0,12.2,1086.0,73.5,American,1.0
329.5,0.0,24.6,1.4,22.0,531.0,58.2,American,1.0
660.0,,28.0,8.0,31.0,480.0,122.0,American,1.0
193.0,157.0,2.4,8.1,16.8,677.0,14.3,American,0.0
250.0,155.0,3.0,10.0,21.0,600.0,19.0,American,0.0
249.0,51.0,3.3,19.5,8.8,652.0,9.7,American,0.0
450.0,80.0,5.0,41.0,10.0,740.0,14.0,American,0.0
198.0,42.0,0.8,11.5,8.4,318.0,15.3,French,1.0
340.0,75.0,0.0,29.0,11.0,890.0,10.0,French,1.0
305.0,215.0,3.4,8.5,11.5,598.0,46.2,French,1.0
305.0,215.0,3.4,8.5,11.5,598.0,46.2,French,0.0
300.0,150.0,3.0,11.0,11.0,490.0,41.0,French,1.0
300.0,150.0,3.0,11.0,11.0,490.0,41.0,French,0.0
190.0,155.0,1.0,7.0,10.0,270.0,21.0,French,1.0
190.0,155.0,1.0,7.0,10.0,270.0,21.0,French,0.0
384.0,10.0,11.3,10.0,13.9,288.0,62.0,American,0.0
270.0,10.0,5.0,9.0,6.0,290.0,42.0,American,0.0
371.0,31.0,10.2,19.2,7.6,256.0,46.6,Asian,23.0
270.0,39.0,2.5,17.5,16.4,803.0,12.0,Asian,38.0
270.0,39.0,2.5,17.5,16.4,803.0,12.0,Chinese,1.0
270.0,39.0,2.5,17.5,16.4,803.0,12.0,Chinese,0.0
160.0,,1.0,13.0,1.0,770.0,9.0,Asian,38.0
160.0,,1.0,13.0,1.0,770.0,9.0,Chinese,1.0
160.0,,1.0,13.0,1.0,770.0,9.0,Chinese,0.0
407.0,61.0,4.3,23.3,34.9,1103.0,18.2,Thai,1.0
290.0,,5.0,21.0,13.0,1060.0,18.0,Thai,1.0
329.0,59.0,2.5,12.5,12.3,888.0,41.0,American,0.0
330.0,65.0,2.0,12.0,14.0,630.0,41.0,American,0.0
197.0,3.0,2.2,2.7,8.5,480.0,35.2,Italian,0.0
280.0,,5.0,11.0,8.0,580.0,40.0,Italian,0.0
562.0,137.0,4.3,50.5,11.3,752.0,18.6,American,1.0
562.0,137.0,4.3,50.5,11.3,752.0,18.6,American,2.0
410.0,195.0,3.0,32.0,17.0,670.0,13.0,American,1.0
410.0,195.0,3.0,32.0,17.0,670.0,13.0,American,2.0
278.0,31.0,1.9,11.8,1.6,131.0,43.5,American,0.0
277.9,30.5,1.9,11.7,1.5,102.5,43.5,American,0.0
380.0,30.0,5.0,12.0,2.0,125.0,67.0,American,0.0
388.0,69.0,4.7,22.3,23.4,580.0,24.3,Asian,72.0
388.0,69.0,4.7,22.3,23.4,580.0,24.3,Thai,0.0
388.0,69.0,4.7,22.3,23.4,580.0,24.3,Chinese,1.0
550.0,80.0,13.0,30.0,33.0,870.0,48.0,Asian,72.0
550.0,80.0,13.0,30.0,33.0,870.0,48.0,Thai,0.0
550.0,80.0,13.0,30.0,33.0,870.0,48.0,Chinese,1.0
300.0,55.0,2.0,22.0,17.0,580.0,9.0,Asian,72.0
300.0,55.0,2.0,22.0,17.0,580.0,9.0,Thai,0.0
300.0,55.0,2.0,22.0,17.0,580.0,9.0,Chinese,1.0
450.0,70.0,8.0,10.0,34.0,600.0,52.0,Asian,72.0
450.0,70.0,8.0,10.0,34.0,600.0,52.0,Thai,0.0
450.0,70.0,8.0,10.0,34.0,600.0,52.0,Chinese,1.0
250.0,65.0,6.0,10.0,21.0,480.0,16.0,Asian,72.0
250.0,65.0,6.0,10.0,21.0,480.0,16.0,Thai,0.0
250.0,65.0,6.0,10.0,21.0,480.0,16.0,Chinese,1.0
228.0,17.0,3.0,8.1,4.3,346.0,35.5,American,0.0
228.0,17.0,3.0,8.1,4.3,346.0,35.5,Greek,0.0
210.0,20.0,4.0,8.0,5.0,240.0,30.0,American,0.0
210.0,20.0,4.0,8.0,5.0,240.0,30.0,Greek,0.0
280.0,30.0,5.0,12.0,6.0,260.0,40.0,American,0.0
280.0,30.0,5.0,12.0,6.0,260.0,40.0,Greek,0.0
230.0,220.0,1.0,13.0,8.0,750.0,22.0,American,0.0
230.0,220.0,1.0,13.0,8.0,750.0,22.0,Greek,0.0
357.0,81.0,2.5,23.8,27.5,325.0,7.8,Mexican,1.0
470.0,100.0,2.0,36.0,30.0,570.0,10.0,Mexican,1.0
468.0,2.0,2.8,13.0,5.1,640.0,86.1,European,3.0
68.0,0.0,0.0,0.0,0.6,9.0,16.8,American,2.0
68.0,0.0,0.0,0.0,0.6,9.0,16.8,American,0.0
822.3,0.0,0.0,0.1,7.2,269.7,201.4,American,2.0
822.3,0.0,0.0,0.1,7.2,269.7,201.4,American,0.0
70.0,,,1.0,17.0,10.0,,American,2.0
70.0,,,1.0,17.0,10.0,,American,0.0
190.0,40.0,0.0,14.0,0.0,100.0,17.0,American,2.0
190.0,40.0,0.0,14.0,0.0,100.0,17.0,American,0.0
390.0,184.0,2.0,24.5,3.2,34.0,42.7,American,0.0
390.0,184.0,2.0,24.5,3.2,34.0,42.7,Greek,1.0
230.0,40.0,2.0,10.0,2.0,30.0,34.0,American,0.0
230.0,40.0,2.0,10.0,2.0,30.0,34.0,Greek,1.0
664.0,175.0,4.2,29.5,50.9,1900.0,48.3,Italian,0.0
490.0,175.0,3.0,25.0,45.0,1710.0,21.0,Italian,0.0
412.0,101.0,1.0,28.3,6.8,226.0,34.4,American,37.0
715.0,132.0,6.2,29.2,45.6,713.0,67.4,Italian,0.0
650.0,105.0,7.0,29.0,32.0,820.0,67.0,Italian,0.0
22.0,0.0,1.5,0.7,0.6,890.0,3.7,Chinese,0.0
15.0,,1.0,0.5,1.0,910.0,2.0,Chinese,0.0
20.0,,2.0,0.5,1.0,900.0,3.0,Chinese,0.0
368.0,86.0,2.0,32.9,13.2,609.0,8.9,Thai,3.0
450.0,85.0,4.0,38.0,18.0,760.0,16.0,Thai,3.0
200.0,21.0,2.4,12.8,3.3,246.0,18.6,American,117.0
200.0,21.0,2.4,12.8,3.3,246.0,18.6,Japanese,0.0
200.0,21.0,2.4,12.8,3.3,246.0,18.6,French,0.0
250.0,85.0,2.0,17.0,8.0,330.0,17.0,American,117.0
250.0,85.0,2.0,17.0,8.0,330.0,17.0,Japanese,0.0
250.0,85.0,2.0,17.0,8.0,330.0,17.0,French,0.0
177.0,0.0,2.7,0.1,0.4,2.0,47.3,American,0.0
180.0,,,0.0,47.0,0.0,3.0,American,0.0
101.0,16.0,0.4,7.4,1.4,28.0,7.9,Jewish,168.0
100.0,0.0,6.3,1.0,4.6,34.0,22.2,Italian,0.0
90.0,,5.0,0.0,5.0,35.0,21.0,Italian,0.0
82.0,0.0,0.2,7.7,0.2,314.0,3.3,Japanese,1.0
80.0,,0.0,8.0,0.0,200.0,2.0,Japanese,1.0
174.0,0.0,4.5,8.3,7.4,257.0,22.5,Spanish,0.0
174.0,0.0,4.5,8.3,7.4,257.0,22.5,American,3.0
174.0,0.0,4.5,8.3,7.4,257.0,22.5,American,2.0
174.0,0.0,4.5,8.3,7.4,257.0,22.5,American,0.0
70.2,0.0,1.0,5.4,1.6,312.4,5.0,Spanish,0.0
70.2,0.0,1.0,5.4,1.6,312.4,5.0,American,3.0
70.2,0.0,1.0,5.4,1.6,312.4,5.0,American,2.0
70.2,0.0,1.0,5.4,1.6,312.4,5.0,American,0.0
100.0,,3.0,4.5,4.0,270.0,15.0,Spanish,0.0
100.0,,3.0,4.5,4.0,270.0,15.0,American,3.0
100.0,,3.0,4.5,4.0,270.0,15.0,American,2.0
100.0,,3.0,4.5,4.0,270.0,15.0,American,0.0
60.0,,2.0,3.0,2.0,160.0,8.0,Spanish,0.0
60.0,,2.0,3.0,2.0,160.0,8.0,American,3.0
60.0,,2.0,3.0,2.0,160.0,8.0,American,2.0
60.0,,2.0,3.0,2.0,160.0,8.0,American,0.0
405.0,207.0,0.3,22.8,32.7,513.0,15.0,French,0.0
270.0,140.0,1.0,21.0,5.0,430.0,14.0,French,0.0
122.0,0.0,3.3,0.5,4.3,186.0,26.9,Greek,3.0
160.0,,3.0,7.0,3.0,240.0,23.0,Greek,3.0
105.0,0.0,0.4,0.7,2.3,1804.0,18.2,Japanese,0.0
90.0,,1.0,0.5,2.0,1800.0,14.0,Japanese,0.0
388.0,65.0,3.9,27.8,5.8,346.0,30.4,American,0.0
250.0,60.0,3.0,13.0,5.0,320.0,29.0,American,0.0
375.0,15.0,1.5,22.4,6.2,264.0,40.0,American,1.0
420.0,30.0,2.0,25.0,8.0,320.0,44.0,American,1.0
555.0,12.0,1.6,23.7,4.2,497.0,71.2,American,48.0
976.0,98.0,7.7,69.7,31.0,2082.0,51.6,American,0.0
150.0,10.0,4.0,4.5,6.0,470.0,21.0,American,0.0
155.0,13.0,2.4,12.4,3.7,166.0,9.2,Greek,0.0
150.0,15.0,2.0,12.0,4.0,170.0,9.0,Greek,0.0
49.0,0.0,0.2,3.5,0.1,167.0,4.8,American,0.0
190.0,,0.0,14.0,0.0,680.0,18.0,American,0.0
404.0,5.0,13.9,22.0,12.4,29.0,43.8,Indian,0.0
350.0,5.0,6.0,26.0,11.0,180.0,27.0,Indian,0.0
159.0,7.0,7.9,3.2,10.2,145.0,23.0,Mexican,1.0
159.0,7.0,7.9,3.2,10.2,145.0,23.0,Mexican,4.0
45.0,5.0,0.0,4.0,0.0,270.0,1.0,Mexican,1.0
45.0,5.0,0.0,4.0,0.0,270.0,1.0,Mexican,4.0
80.0,5.0,2.0,5.0,5.0,560.0,7.0,Mexican,1.0
80.0,5.0,2.0,5.0,5.0,560.0,7.0,Mexican,4.0
490.0,104.0,2.2,25.9,38.6,1140.0,26.5,American,0.0
241.8,43.6,2.1,11.9,16.1,584.0,18.4,American,0.0
440.0,115.0,2.0,21.0,37.0,820.0,25.0,American,0.0
340.0,65.0,2.0,22.0,16.0,430.0,22.0,American,0.0
510.0,115.0,3.0,23.0,46.0,1200.0,29.0,American,0.0
271.0,84.0,1.6,11.8,33.1,360.0,6.2,Italian,50.0
197.4,86.5,3.3,6.5,30.2,231.5,4.6,Italian,50.0
221.0,1.0,3.0,0.8,5.1,198.0,50.7,American,0.0
50.0,0.0,1.0,0.0,1.0,45.0,12.0,American,0.0
348.0,68.0,2.0,26.6,12.1,689.0,15.3,Italian,0.0
350.0,70.0,2.0,27.0,12.0,630.0,14.0,Italian,0.0
334.0,58.0,8.1,11.3,27.3,870.0,29.6,American,0.0
334.0,58.0,8.1,11.3,27.3,870.0,29.6,Italian,0.0
496.9,114.6,10.7,24.1,34.7,1427.4,36.5,American,0.0
496.9,114.6,10.7,24.1,34.7,1427.4,36.5,Italian,0.0
390.0,65.0,5.0,29.0,13.0,1080.0,21.0,American,0.0
390.0,65.0,5.0,29.0,13.0,1080.0,21.0,Italian,0.0
400.0,70.0,10.0,9.0,36.0,360.0,45.0,American,0.0
400.0,70.0,10.0,9.0,36.0,360.0,45.0,Italian,0.0
430.0,145.0,7.0,8.0,58.0,510.0,30.0,American,0.0
430.0,145.0,7.0,8.0,58.0,510.0,30.0,Italian,0.0
846.0,204.0,2.0,49.2,56.2,658.0,40.9,American,0.0
570.0,175.0,3.0,16.0,60.0,840.0,42.0,American,0.0
167.0,,1.5,1.6,5.2,201.0,32.4,American,41.0
44.0,0.0,0.8,0.1,0.3,,10.8,American,9.0
44.0,0.0,0.8,0.1,0.3,,10.8,American,0.0
44.0,0.0,0.8,0.1,0.3,,10.8,Greek,1.0
121.0,0.0,1.8,0.2,0.7,3.4,30.5,American,9.0
121.0,0.0,1.8,0.2,0.7,3.4,30.5,American,0.0
121.0,0.0,1.8,0.2,0.7,3.4,30.5,Greek,1.0
45.0,,,0.0,12.0,10.0,1.0,American,9.0
45.0,,,0.0,12.0,10.0,1.0,American,0.0
45.0,,,0.0,12.0,10.0,1.0,Greek,1.0
120.0,,,1.0,32.0,0.0,2.0,American,9.0
120.0,,,1.0,32.0,0.0,2.0,American,0.0
120.0,,,1.0,32.0,0.0,2.0,Greek,1.0
859.0,135.0,9.3,50.3,31.3,1497.0,73.5,American,86.0
859.0,135.0,9.3,50.3,31.3,1497.0,73.5,American,0.0
390.0,60.0,2.0,19.0,15.0,430.0,40.0,American,86.0
390.0,60.0,2.0,19.0,15.0,430.0,40.0,American,0.0
469.0,99.0,7.5,5.3,46.4,267.0,58.3,European,192.0
469.0,99.0,7.5,5.3,46.4,267.0,58.3,French,0.0
994.5,299.6,2.4,46.5,96.3,580.7,31.2,European,192.0
994.5,299.6,2.4,46.5,96.3,580.7,31.2,French,0.0
1460.0,150.0,8.0,115.0,55.0,500.0,42.0,European,192.0
